1,4.88,2.369022301850844,0,12
2,5.673333333333333,2.684515267645581,0,12
3,4.793333333333333,2.338936130428155,0,13
4,6.08,2.6495785828441973,0,13
5,5.26,2.5959712376424102,1,14
6,5.233333333333333,2.7602334844880225,0,13
7,5.166666666666667,2.601068156653255,0,12
8,5.54,2.8463543934888595,0,12
9,5.226666666666667,2.48769415769347,1,14
10,5.38,2.5368484385157912,0,13
11,5.666666666666667,2.8015868519267597,0,12
12,4.513333333333334,2.5967586633254074,0,10
13,6.3133333333333335,2.7304130741621413,0,13
14,3.7533333333333334,2.2118971243909367,0,10
15,6.366666666666666,2.350650028301865,0,14
16,3.7466666666666666,2.358492927462131,0,11
17,5.6066666666666665,2.3689566385975818,0,10
18,4.1466666666666665,2.3448856878084454,0,11
19,6.086666666666667,2.6304287778906987,0,13
20,3.92,2.472569513684095,0,11
21,6.1866666666666665,2.699102731567577,1,13
22,3.6,2.078460969082653,0,9
23,6.026666666666666,2.9618612766674643,0,13
24,3.953333333333333,2.014403688991417,0,9
25,7.773333333333333,2.8708806237033877,0,14
26,3.52,2.2082270414671274,0,14
27,7.506666666666667,2.78985463579895,0,14
28,3.5733333333333333,2.747960860145008,0,15
29,7.046666666666667,2.618744398031665,0,14
30,4.033333333333333,2.4803673563047512,0,11
31,6.846666666666667,2.4892747716732453,0,14
32,4.12,2.4136279746472957,0,11
33,7.56,2.525813400339252,0,14
34,3.8066666666666666,2.1930090945750527,0,8
35,7.28,2.5169293461146935,0,13
36,4.526666666666666,2.606905359915383,0,13
37,6.88,2.7974273895849393,0,13
38,5.153333333333333,2.443321964502882,0,11
39,7.52,2.61462553086798,1,13
40,4.993333333333333,2.243499250922294,0,11
41,7.166666666666667,2.7890659527678587,0,15
42,5.1066666666666665,2.400407372833944,0,11
43,7.586666666666667,3.020345822731047,1,14
44,5.226666666666667,2.2185480737535426,0,11
45,7.986666666666666,2.792816181244699,1,14
46,4.38,2.296867431960323,0,11
47,8.773333333333333,2.8639056471112236,1,15
48,4.553333333333334,2.30806316108454,0,10
49,8.54,3.012485131360264,1,14
50,4.733333333333333,2.410163664336696,0,11
51,8.46,3.287613115924682,1,15
52,4.72,2.556351566849392,0,13
53,8.166666666666666,2.488417614111873,1,13
54,5.206666666666667,2.3417846945343976,0,10
55,8.066666666666666,2.4837248013596183,0,13
56,4.933333333333334,2.599145158615722,0,12
57,6.913333333333333,2.7127763556097935,0,13
58,5.693333333333333,2.497856859167251,0,11
59,6.913333333333333,2.4438676087073308,1,12
60,5.913333333333333,2.74453801010095,0,13
61,6.76,2.8558244577237812,1,15
62,6.62,2.6093932883590663,1,13
63,6.613333333333333,2.9434371442621674,0,12
64,6.806666666666667,2.539545016117827,0,13
65,6.8933333333333335,2.984731515936103,0,14
66,6.26,2.483089473485266,0,13
67,6.033333333333333,2.7842812757015447,0,14
68,7.06,2.9125704569446316,0,14
69,5.48,3.218115390514559,0,14
70,7.8,2.7880698221768654,1,13
71,6.886666666666667,3.3536779147013442,0,14
72,6.253333333333333,2.170058882969667,1,11
73,6.746666666666667,3.214937358988854,0,15
74,5.4,2.318045153428494,0,12
75,7.386666666666667,3.804885748029178,0,14
76,5.613333333333333,2.382678231645128,0,12
77,8.56,3.9200000000000004,0,15
78,4.166666666666667,2.0861980304425134,0,10
79,9.306666666666667,3.888352978947372,0,15
80,3.9066666666666667,2.3104016004919052,0,12
81,8.066666666666666,2.837056377460427,0,15
82,5.293333333333333,2.3903881600182757,0,12
83,7.98,2.9176931527035768,1,15
84,5.073333333333333,2.4875601611932034,0,11
85,7.726666666666667,2.766216830900201,2,13
86,5.013333333333334,2.622941520930694,0,11
87,7.373333333333333,2.4428034896177975,1,13
88,5.386666666666667,2.451629843367242,0,12
89,7.3933333333333335,2.581722078165829,1,14
90,6.04,2.665533092397592,0,12
91,7.3933333333333335,2.9797017002079618,0,14
92,5.66,2.665408036305136,0,12
93,7.02,2.7312268305653427,1,13
94,5.84,3.0661158925694036,0,14
95,7.046666666666667,2.455841109590676,1,14
96,6.12,3.076621523684707,0,12
97,6.92,3.232171612605576,0,15
98,6.34,2.4216523284732676,1,12
99,7.906666666666666,3.6301453904155903,0,15
100,5.9,2.2678918257565392,0,11
101,8.613333333333333,3.1257781253455756,1,15
102,4.8,2.6204325342711403,0,12
103,7.926666666666667,2.6232210903560698,0,14
104,5.966666666666667,3.943630588965225,0,14
105,7.28,2.8145337091603655,0,14
106,6.773333333333333,3.5405209911662565,0,14
107,7.56,3.1738094880863077,0,15
108,6.32,2.866635658747026,0,12
109,7.64,3.923060030129541,0,15
110,6.093333333333334,2.538626050095252,0,13
111,8.88,3.61279208738431,1,15
112,5.346666666666667,2.7030517732534998,0,13
113,8.466666666666667,2.478350706058814,1,14
114,6.133333333333334,4.584999697079841,0,15
115,5.633333333333334,3.516469188768122,0,15
116,8.04,3.1955802811591716,1,14
117,7.44,3.8926940114356103,0,15
118,5.913333333333333,2.3063294551203124,1,11
