************************************************** Initial genomes
END OF INITIAL GENOMES **************************************************
************************************************** Initial pop evaluated
([0.689284361170645,8.606720890951691e-2,0.646990023386425,0.8772134168028899,0.14409799833122228,0.9920693228397683,0.4004725077259196,8.428852193266001e-2,4.628247850799028e-2,0.9164381303113114,0.18830414923933703,4.067472444579279e-3,0.5254297399871939,0.36280193469545186,0.6575610840294696,4.507277833646428e-2,0.570424072652004,0.19199863446385912,0.335401610264064,0.6033953011343184,0.10456610911390918,0.650938635841523,0.9181614335549839,0.347693702543883,0.7754873899178567,3.336608703814148e-2,0.32852566557029417,2.46103683605029e-2,0.882873305999142,0.26802912778475674,0.8891868670731155,0.6286283776565619],5)
([9.199869590426513e-2,0.2592749957808407,0.9707251711303063,0.9544132903586559,0.35417486294765055,0.12330718104845406,0.6977102128725083,0.966304786062032,0.28122072361428485,0.8017732426604194,0.855290889364333,8.274231494766326e-2,0.5639368556576796,0.3636802686162638,0.6827774311469182,0.8025284504331013,0.479469918470254,0.27875780607749745,4.791882229386735e-2,0.5856614794848595,0.3916570313683678,0.41736462876655234,0.21684076522180373,0.6145967529218762,0.49965198422575163,0.5144229888008166,0.6306312458307257,3.0837385676760753e-3,0.7161892038725245,0.2187593471245567,0.5712058536139014,0.8256317942168439],2)
([0.3600657090052165,0.9443454187540238,0.3578639627652278,0.10868293534505402,0.7765974138303572,0.268877076439056,4.935072190813505e-2,0.42969271336215475,0.4237407698326704,0.5449564369369322,0.3183359276081713,0.8904826806818729,0.3424929590326916,0.29503936877387416,0.23776351651255634,0.3872396045656692,3.832009454095575e-2,0.4324518911565931,0.4471718273593408,0.16642035725349658,0.5358080196145824,0.8690384682903696,0.41663444664804516,0.9011796955408052,0.15267696337926373,0.9265668418678198,0.9052214242607697,0.7166278155501823,0.1274778284021959,0.6893104394713064,0.6486425670265995,0.11965276853966866],3)
([0.362139095404557,0.1729812406932122,0.7981654852360204,0.8081111266627955,4.8990828163430034e-2,0.6908811557425687,0.6018655101277885,0.3041132416822191,0.2708469886601671,0.34466525801297654,0.4309647813083395,0.3408046623332127,0.7231947193167252,0.6608283768952242,6.91508539485941e-3,0.551701325644745,0.9054692141440653,0.979182689391546,0.9830922472370994,0.5364402761327965,0.54033480290016,7.137628366401816e-2,0.58007107596245,0.8956414774561542,0.4922189880454697,0.9783684919463631,0.23216263160885675,7.372067003541982e-2,0.45022899521461845,0.17820773982644234,0.3263327349860229,0.3167905698352369],1)
([0.5222453864127947,0.6064891402173559,0.22012221445716917,0.8684224377290737,0.27445378668415565,0.8504065038994318,0.13753623545035876,0.528874372695259,0.9832816747776325,0.8526660666500685,0.39544775733132287,0.9501028157717604,0.1538087360270528,0.948642480890236,0.5575372776301458,0.16297313420713677,0.6023572251178385,0.7011891744781418,0.4851999047066651,0.3060791955670973,0.8170649363516772,0.5584126575599138,0.7623804894815087,0.7006637736144617,0.5462161699144028,0.6262720448925554,0.17872448276018438,0.30720556414292244,0.929099895142994,0.2997564090807332,0.27259141477771853,0.6533946603711077],4)
([0.6505437297611902,0.3089948465381698,0.7439072986386418,0.80522199875958,0.9530268154821185,0.37864444126984187,0.11310628607082207,0.10502518682698925,5.759699555889153e-2,0.43493546341674416,0.47069103795845313,3.075701260076391e-2,0.8998222918486746,0.4485108670217177,0.7322127876823487,0.6177275049117347,0.6554123271785355,3.1054335707536573e-2,0.7381373189793401,0.5118554613032821,0.6915660540324189,0.42269786189916814,0.3767833788640944,0.10754192723441625,0.4167923283154593,0.6667444251138654,0.31520272891956125,0.9462146122802849,0.2925554606046621,0.8964991376362591,0.1957752668444478,0.5328272913769749],3)
([0.6200538490802032,0.859753394028893,0.40471204004556494,0.619964789298432,0.3129413943669238,0.895847448432993,0.9092379712609701,3.536634173538078e-2,0.24170440944597116,0.12487358421969719,0.22638926979632834,5.6477610925871335e-3,0.9871287468769644,0.9777020961708408,0.5452910752938777,0.45736551458928265,0.2649821444586876,0.3866613372586385,0.8804943273986274,0.8853138548883945,0.25199167879808815,0.3145396742106846,0.6735219390063394,0.10805162373813237,8.768884018332601e-2,0.7826669025431018,0.8915982177209746,0.5453405302040502,0.1420542853253447,0.3758424210882385,6.1293303427818135e-2,0.32720111193954204],1)
([0.6945783895450593,0.7108587612777154,0.5381536309487839,0.49543755489989083,0.7261938069630497,0.3614206196479772,0.42181539230916887,0.6658747879462611,0.7392955035155259,0.4501259921163283,0.825551242769003,0.21850017472251737,0.6486738352892216,0.6848971259783821,0.3937539922254353,0.9789168563569359,0.9702080250640429,0.4618607875998044,0.6360691434743947,0.872469431862281,8.729129770356225e-2,0.5315264582855792,0.35254285901671434,0.9757519548245779,0.2640213370490182,0.7471743037363853,0.2937649074383776,5.0291183841219333e-2,0.3215315961357825,0.3712479866401289,0.6110406643127545,0.2475217513655854],4)
([0.4558391576623073,0.37745808227370214,0.1602016761041799,0.44324420328847314,3.2037830789032995e-2,0.5305192813638389,0.6595322109128796,0.567446944532228,0.9736786997168168,0.29488750801631025,0.5882553337107388,0.5044905107605279,0.4169470784411011,0.12240688289917545,0.500317070305752,0.2062885410091465,0.8250562602460739,0.7162366331977755,0.34876178517908196,0.1692052277104229,0.8153176826189495,0.9864447586331307,0.816989935598393,0.9478192200543658,5.898403621808168e-2,0.9150600051424015,0.9089095964989184,0.3855413419735768,0.5490699137373819,0.10779852077535912,0.10873534787311778,0.7184884255762854],4)
([0.9283704339680994,4.658437589295783e-2,0.3728421395462417,0.15159617550814186,0.2469888746955533,0.2132077427954132,0.3364983755560016,0.20965549986827214,0.17410688758817827,0.22782738670924518,0.24143119234935517,0.5032396557571717,0.45414185424411424,0.5786819204615017,0.2615821714609723,0.6168594025844681,0.9722213469489128,0.27572659123138976,0.18520622808125853,0.4368896505869856,0.14959478179004215,0.16092899680611583,0.4179854650266429,0.4584680065831306,0.4906611933849555,6.97101854718849e-2,0.4553410761281933,0.12438865288228051,0.545375747287426,0.40282780265148244,0.503747745888985,0.5202670657324162],4)
